#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CRP	THBD	9606.ENSP00000255030	9606.ENSP00000366307	0	0	0	0	0	0	0	0.769	0.769
CRP	PLG	9606.ENSP00000255030	9606.ENSP00000308938	0	0	0	0	0.166	0	0	0.737	0.771
CRP	IL1B	9606.ENSP00000255030	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.788	0.792
CRP	SELE	9606.ENSP00000255030	9606.ENSP00000331736	0	0	0	0	0.063	0	0	0.788	0.792
CRP	TLR4	9606.ENSP00000255030	9606.ENSP00000363089	0	0	0	0	0	0	0	0.801	0.801
CRP	MMP9	9606.ENSP00000255030	9606.ENSP00000361405	0	0	0	0	0	0	0	0.808	0.808
CRP	FN1	9606.ENSP00000255030	9606.ENSP00000346839	0	0	0	0	0	0.379	0	0.705	0.808
CRP	VEGFA	9606.ENSP00000255030	9606.ENSP00000478570	0	0	0	0	0	0	0	0.839	0.839
CRP	NOS3	9606.ENSP00000255030	9606.ENSP00000297494	0	0	0	0	0	0	0	0.861	0.861
CRP	IL10	9606.ENSP00000255030	9606.ENSP00000412237	0	0	0	0	0	0	0	0.873	0.873
CRP	VCAM1	9606.ENSP00000255030	9606.ENSP00000294728	0	0	0	0	0	0	0	0.873	0.873
CRP	ICAM1	9606.ENSP00000255030	9606.ENSP00000264832	0	0	0	0	0	0	0	0.875	0.875
CRP	F3	9606.ENSP00000255030	9606.ENSP00000334145	0	0	0	0	0	0	0	0.879	0.879
CRP	TNF	9606.ENSP00000255030	9606.ENSP00000398698	0	0	0	0	0	0	0	0.899	0.899
CRP	CXCL8	9606.ENSP00000255030	9606.ENSP00000306512	0	0	0	0	0	0	0	0.909	0.909
CRP	INS	9606.ENSP00000255030	9606.ENSP00000380432	0	0	0	0	0.063	0	0	0.921	0.922
CRP	IL6	9606.ENSP00000255030	9606.ENSP00000385675	0	0	0	0	0	0	0	0.970	0.970
CRP	LEP	9606.ENSP00000255030	9606.ENSP00000312652	0	0	0	0	0	0.379	0	0.970	0.981
CSF2	TNFRSF1A	9606.ENSP00000296871	9606.ENSP00000162749	0	0	0	0	0	0	0	0.559	0.559
CSF2	MMP2	9606.ENSP00000296871	9606.ENSP00000219070	0	0	0	0	0	0	0	0.447	0.447
CSF2	TGFB1	9606.ENSP00000296871	9606.ENSP00000221930	0	0	0	0	0	0	0	0.510	0.510
CSF2	SERPINE1	9606.ENSP00000296871	9606.ENSP00000223095	0	0	0	0	0.069	0	0	0.417	0.434
CSF2	MPO	9606.ENSP00000296871	9606.ENSP00000225275	0	0	0	0	0	0	0	0.595	0.595
CSF2	IL2	9606.ENSP00000296871	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.950	0.994
CSF2	IFNG	9606.ENSP00000296871	9606.ENSP00000229135	0	0	0	0	0.076	0	0	0.808	0.815
CSF2	IL4	9606.ENSP00000296871	9606.ENSP00000231449	0	0	0	0	0	0	0	0.921	0.921
CSF2	KRAS	9606.ENSP00000296871	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0.441	0.941
CSF2	IL1A	9606.ENSP00000296871	9606.ENSP00000263339	0	0	0	0	0.200	0	0	0.842	0.868
CSF2	IL1B	9606.ENSP00000296871	9606.ENSP00000263341	0	0	0	0	0.134	0	0	0.879	0.891
CSF2	KDR	9606.ENSP00000296871	9606.ENSP00000263923	0	0	0	0	0	0	0	0.686	0.686
CSF2	PIK3CA	9606.ENSP00000296871	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.093	0.905
CSF2	FGF2	9606.ENSP00000296871	9606.ENSP00000264498	0	0	0	0	0.061	0	0	0.669	0.675
CSF2	ICAM1	9606.ENSP00000296871	9606.ENSP00000264832	0	0	0	0	0.088	0	0	0.721	0.734
CSF2	TP53	9606.ENSP00000296871	9606.ENSP00000269305	0	0	0	0	0	0	0	0.535	0.535
CSF2	EGFR	9606.ENSP00000296871	9606.ENSP00000275493	0	0	0	0	0	0	0.600	0.698	0.874
CSF2	IL18	9606.ENSP00000296871	9606.ENSP00000280357	0	0	0	0	0	0	0	0.747	0.747
CSF2	PPARG	9606.ENSP00000296871	9606.ENSP00000287820	0	0	0	0	0	0	0	0.642	0.642
CSF2	VCAM1	9606.ENSP00000296871	9606.ENSP00000294728	0	0	0	0	0	0	0	0.630	0.630
CSF2	PPBP	9606.ENSP00000296871	9606.ENSP00000296028	0	0	0	0	0.061	0	0	0.572	0.581
CSF2	MMP1	9606.ENSP00000296871	9606.ENSP00000322788	0	0	0	0	0.098	0	0	0.443	0.476
CSF2	THBD	9606.ENSP00000296871	9606.ENSP00000366307	0	0	0	0	0	0	0	0.477	0.477
CSF2	MMP3	9606.ENSP00000296871	9606.ENSP00000299855	0	0	0	0	0.066	0	0	0.472	0.485
CSF2	SRC	9606.ENSP00000296871	9606.ENSP00000362680	0	0	0	0	0	0	0	0.496	0.495
CSF2	IGF1	9606.ENSP00000296871	9606.ENSP00000302665	0	0	0	0	0	0	0	0.515	0.515
CSF2	PECAM1	9606.ENSP00000296871	9606.ENSP00000457421	0	0	0	0	0	0	0	0.529	0.529
CSF2	NOS2	9606.ENSP00000296871	9606.ENSP00000327251	0	0	0	0	0.063	0	0	0.521	0.532
CSF2	SELE	9606.ENSP00000296871	9606.ENSP00000331736	0	0	0	0	0	0	0	0.535	0.535
CSF2	FN1	9606.ENSP00000296871	9606.ENSP00000346839	0	0	0	0	0	0	0	0.570	0.570
CSF2	INS	9606.ENSP00000296871	9606.ENSP00000380432	0	0	0	0	0	0	0	0.584	0.584
CSF2	MMP9	9606.ENSP00000296871	9606.ENSP00000361405	0	0	0	0	0	0	0	0.597	0.597
CSF2	EDN1	9606.ENSP00000296871	9606.ENSP00000368683	0	0	0	0	0.061	0	0	0.637	0.644
CSF2	LTA	9606.ENSP00000296871	9606.ENSP00000403495	0	0	0	0	0.090	0	0	0.660	0.677
CSF2	LEP	9606.ENSP00000296871	9606.ENSP00000312652	0	0	0	0	0	0	0	0.691	0.692
CSF2	TLR4	9606.ENSP00000296871	9606.ENSP00000363089	0	0	0	0	0	0	0	0.751	0.751
CSF2	PTGS2	9606.ENSP00000296871	9606.ENSP00000356438	0	0	0	0	0.095	0	0	0.743	0.757
CSF2	VEGFA	9606.ENSP00000296871	9606.ENSP00000478570	0	0	0	0	0	0	0	0.785	0.785
CSF2	CXCL8	9606.ENSP00000296871	9606.ENSP00000306512	0	0	0	0	0.148	0	0	0.895	0.906
CSF2	TNF	9606.ENSP00000296871	9606.ENSP00000398698	0	0	0	0	0.131	0	0	0.951	0.956
CSF2	IL6	9606.ENSP00000296871	9606.ENSP00000385675	0	0	0	0	0.172	0	0	0.952	0.959
CSF2	IL10	9606.ENSP00000296871	9606.ENSP00000412237	0	0	0	0	0.061	0	0.900	0.937	0.993
CXCL8	TNFRSF1A	9606.ENSP00000306512	9606.ENSP00000162749	0	0	0	0	0.069	0	0	0.669	0.678
CXCL8	HMOX1	9606.ENSP00000306512	9606.ENSP00000216117	0	0	0	0	0.077	0	0	0.776	0.784
CXCL8	MMP2	9606.ENSP00000306512	9606.ENSP00000219070	0	0	0	0	0	0	0	0.800	0.800
CXCL8	PLAT	9606.ENSP00000306512	9606.ENSP00000220809	0	0	0	0	0	0	0	0.433	0.433
CXCL8	TGFB1	9606.ENSP00000306512	9606.ENSP00000221930	0	0	0	0	0.096	0	0	0.641	0.661
CXCL8	SERPINE1	9606.ENSP00000306512	9606.ENSP00000223095	0	0	0	0	0.137	0	0	0.678	0.710
CXCL8	MPO	9606.ENSP00000306512	9606.ENSP00000225275	0	0	0	0	0.065	0	0	0.779	0.784
CXCL8	IL2	9606.ENSP00000306512	9606.ENSP00000226730	0	0	0	0	0	0	0	0.863	0.863
CXCL8	IFNG	9606.ENSP00000306512	9606.ENSP00000229135	0	0	0	0	0.062	0	0	0.884	0.887
CXCL8	IL4	9606.ENSP00000306512	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.927	0.992
CXCL8	KRAS	9606.ENSP00000306512	9606.ENSP00000256078	0	0	0	0	0	0	0	0.681	0.681
CXCL8	IL1A	9606.ENSP00000306512	9606.ENSP00000263339	0	0	0	0	0.232	0	0	0.869	0.895
CXCL8	IL1B	9606.ENSP00000306512	9606.ENSP00000263341	0	0	0	0	0.676	0	0	0.977	0.992
CXCL8	KDR	9606.ENSP00000306512	9606.ENSP00000263923	0	0	0	0	0	0	0	0.772	0.772
CXCL8	FGF2	9606.ENSP00000306512	9606.ENSP00000264498	0	0	0	0	0	0	0	0.745	0.745
CXCL8	ICAM1	9606.ENSP00000306512	9606.ENSP00000264832	0	0	0	0	0.214	0	0	0.912	0.928
CXCL8	TP53	9606.ENSP00000306512	9606.ENSP00000269305	0	0	0	0	0	0.111	0	0.656	0.681
CXCL8	EGFR	9606.ENSP00000306512	9606.ENSP00000275493	0	0	0	0	0	0	0	0.817	0.817
CXCL8	IL18	9606.ENSP00000306512	9606.ENSP00000280357	0	0	0	0	0.089	0	0	0.831	0.840
CXCL8	PPARG	9606.ENSP00000306512	9606.ENSP00000287820	0	0	0	0	0.055	0	0	0.537	0.543
CXCL8	VCAM1	9606.ENSP00000306512	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.793	0.798
CXCL8	PPBP	9606.ENSP00000306512	9606.ENSP00000296028	0	0	0	0.859	0.265	0	0.900	0.680	0.930
CXCL8	NOS3	9606.ENSP00000306512	9606.ENSP00000297494	0	0	0	0	0.054	0	0	0.583	0.588
CXCL8	MMP3	9606.ENSP00000306512	9606.ENSP00000299855	0	0	0	0	0.107	0	0	0.681	0.703
CXCL8	IGF1	9606.ENSP00000306512	9606.ENSP00000302665	0	0	0	0	0	0	0	0.815	0.815
CXCL8	NR1I2	9606.ENSP00000306512	9606.ENSP00000336528	0	0	0	0	0	0	0	0.428	0.428
CXCL8	OLR1	9606.ENSP00000306512	9606.ENSP00000309124	0	0	0	0	0.089	0	0	0.418	0.447
CXCL8	CYCS	9606.ENSP00000306512	9606.ENSP00000307786	0	0	0	0	0	0	0	0.490	0.489
CXCL8	ESR1	9606.ENSP00000306512	9606.ENSP00000405330	0	0	0	0	0	0	0	0.492	0.491
CXCL8	PTEN	9606.ENSP00000306512	9606.ENSP00000361021	0	0	0	0	0	0	0	0.498	0.497
CXCL8	G6PD	9606.ENSP00000306512	9606.ENSP00000377192	0	0	0	0	0	0	0	0.509	0.509
CXCL8	HIF1A	9606.ENSP00000306512	9606.ENSP00000437955	0	0	0	0	0.070	0	0	0.508	0.522
CXCL8	NOS2	9606.ENSP00000306512	9606.ENSP00000327251	0	0	0	0	0.054	0	0	0.570	0.576
CXCL8	THBD	9606.ENSP00000306512	9606.ENSP00000366307	0	0	0	0	0.139	0	0	0.534	0.581
CXCL8	PLAU	9606.ENSP00000306512	9606.ENSP00000361850	0	0	0	0	0.143	0	0	0.540	0.589
CXCL8	PLG	9606.ENSP00000306512	9606.ENSP00000308938	0	0	0	0	0	0	0	0.596	0.596
CXCL8	LTA	9606.ENSP00000306512	9606.ENSP00000403495	0	0	0	0	0.058	0	0	0.605	0.612
CXCL8	SOD2	9606.ENSP00000306512	9606.ENSP00000446252	0	0	0	0	0.219	0	0	0.530	0.617
CXCL8	PECAM1	9606.ENSP00000306512	9606.ENSP00000457421	0	0	0	0	0	0	0	0.640	0.640
CXCL8	EDN1	9606.ENSP00000306512	9606.ENSP00000368683	0	0	0	0	0.072	0	0	0.641	0.652
CXCL8	F3	9606.ENSP00000306512	9606.ENSP00000334145	0	0	0	0	0	0	0	0.668	0.668
CXCL8	MMP1	9606.ENSP00000306512	9606.ENSP00000322788	0	0	0	0	0.190	0	0	0.705	0.751
CXCL8	SRC	9606.ENSP00000306512	9606.ENSP00000362680	0	0	0	0	0	0	0	0.753	0.753
CXCL8	SELE	9606.ENSP00000306512	9606.ENSP00000331736	0	0	0	0	0.049	0	0	0.788	0.789
CXCL8	FN1	9606.ENSP00000306512	9606.ENSP00000346839	0	0	0	0	0	0	0	0.799	0.800
CXCL8	INS	9606.ENSP00000306512	9606.ENSP00000380432	0	0	0	0	0	0	0	0.815	0.816
CXCL8	LEP	9606.ENSP00000306512	9606.ENSP00000312652	0	0	0	0	0	0	0	0.828	0.828
CXCL8	TLR4	9606.ENSP00000306512	9606.ENSP00000363089	0	0	0	0	0.116	0	0	0.924	0.930
CXCL8	MMP9	9606.ENSP00000306512	9606.ENSP00000361405	0	0	0	0	0.134	0.379	0	0.885	0.933
CXCL8	VEGFA	9606.ENSP00000306512	9606.ENSP00000478570	0	0	0	0	0.065	0	0	0.953	0.954
CXCL8	PTGS2	9606.ENSP00000306512	9606.ENSP00000356438	0	0	0	0	0.753	0	0	0.839	0.958
CXCL8	TNF	9606.ENSP00000306512	9606.ENSP00000398698	0	0	0	0	0.156	0	0	0.970	0.973
CXCL8	IL6	9606.ENSP00000306512	9606.ENSP00000385675	0	0	0	0	0.581	0	0	0.966	0.985
CXCL8	IL10	9606.ENSP00000306512	9606.ENSP00000412237	0	0	0	0	0.061	0	0.900	0.962	0.996
CYCS	TNFRSF1A	9606.ENSP00000307786	9606.ENSP00000162749	0	0	0	0	0	0	0	0.650	0.650
CYCS	HMOX1	9606.ENSP00000307786	9606.ENSP00000216117	0	0	0	0	0.063	0	0	0.698	0.705
CYCS	MMP2	9606.ENSP00000307786	9606.ENSP00000219070	0	0	0	0	0	0	0	0.454	0.454
CYCS	GSR	9606.ENSP00000307786	9606.ENSP00000221130	0	0	0	0	0.088	0	0	0.826	0.835
CYCS	MPO	9606.ENSP00000307786	9606.ENSP00000225275	0	0	0	0	0	0	0	0.568	0.568
CYCS	IL2	9606.ENSP00000307786	9606.ENSP00000226730	0	0	0	0	0	0	0	0.511	0.511
CYCS	IL4	9606.ENSP00000307786	9606.ENSP00000231449	0	0	0	0	0	0	0	0.417	0.416
CYCS	IL1B	9606.ENSP00000307786	9606.ENSP00000263341	0	0	0	0	0	0	0	0.472	0.472
CYCS	FGF2	9606.ENSP00000307786	9606.ENSP00000264498	0	0	0	0	0	0	0	0.444	0.444
CYCS	ICAM1	9606.ENSP00000307786	9606.ENSP00000264832	0	0	0	0	0	0	0	0.430	0.430
CYCS	TP53	9606.ENSP00000307786	9606.ENSP00000269305	0	0	0	0	0	0	0	0.839	0.839
CYCS	SOD1	9606.ENSP00000307786	9606.ENSP00000270142	0	0	0	0	0.139	0	0	0.715	0.744
CYCS	EGFR	9606.ENSP00000307786	9606.ENSP00000275493	0	0	0	0	0	0	0	0.538	0.538
CYCS	PPARG	9606.ENSP00000307786	9606.ENSP00000287820	0	0	0	0	0	0	0	0.550	0.550
CYCS	NOS3	9606.ENSP00000307786	9606.ENSP00000297494	0	0	0	0	0.063	0	0	0.688	0.695
CYCS	IGF1	9606.ENSP00000307786	9606.ENSP00000302665	0	0	0	0	0	0	0	0.527	0.527
CYCS	LEP	9606.ENSP00000307786	9606.ENSP00000312652	0	0	0	0	0	0	0	0.411	0.410
CYCS	CYP19A1	9606.ENSP00000307786	9606.ENSP00000379683	0	0	0	0	0.061	0	0	0.398	0.411
CYCS	GCG	9606.ENSP00000307786	9606.ENSP00000387662	0	0	0	0	0	0	0	0.418	0.418
CYCS	PRKCD	9606.ENSP00000307786	9606.ENSP00000378217	0	0	0	0	0	0	0	0.440	0.440
CYCS	HIF1A	9606.ENSP00000307786	9606.ENSP00000437955	0	0	0	0	0	0	0	0.449	0.449
CYCS	FN1	9606.ENSP00000307786	9606.ENSP00000346839	0	0	0	0	0	0	0	0.459	0.459
CYCS	IL10	9606.ENSP00000307786	9606.ENSP00000412237	0	0	0	0	0	0	0	0.473	0.473
CYCS	TLR4	9606.ENSP00000307786	9606.ENSP00000363089	0	0	0	0	0.062	0	0	0.474	0.485
CYCS	TERT	9606.ENSP00000307786	9606.ENSP00000309572	0	0	0	0	0	0	0	0.487	0.487
CYCS	ESR1	9606.ENSP00000307786	9606.ENSP00000405330	0	0	0	0	0	0	0	0.512	0.512
CYCS	NOS2	9606.ENSP00000307786	9606.ENSP00000327251	0	0	0	0	0.063	0	0	0.504	0.515
CYCS	MMP9	9606.ENSP00000307786	9606.ENSP00000361405	0	0	0	0	0	0	0	0.532	0.532
CYCS	SRC	9606.ENSP00000307786	9606.ENSP00000362680	0	0	0	0	0	0	0	0.533	0.533
CYCS	LPL	9606.ENSP00000307786	9606.ENSP00000309757	0	0	0	0	0	0	0	0.533	0.533
CYCS	SLC2A4	9606.ENSP00000307786	9606.ENSP00000320935	0	0	0	0	0.063	0	0	0.540	0.551
CYCS	PTGS2	9606.ENSP00000307786	9606.ENSP00000356438	0	0	0	0	0	0	0	0.565	0.565
CYCS	PTEN	9606.ENSP00000307786	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.562	0.571
CYCS	IL6	9606.ENSP00000307786	9606.ENSP00000385675	0	0	0	0	0	0	0	0.588	0.588
CYCS	VEGFA	9606.ENSP00000307786	9606.ENSP00000478570	0	0	0	0	0	0	0	0.616	0.616
CYCS	NOS1	9606.ENSP00000307786	9606.ENSP00000477999	0	0	0	0	0.063	0	0	0.615	0.624
CYCS	G6PD	9606.ENSP00000307786	9606.ENSP00000377192	0	0	0	0	0.063	0	0	0.633	0.642
CYCS	TNF	9606.ENSP00000307786	9606.ENSP00000398698	0	0	0	0	0	0	0	0.690	0.690
CYCS	HSPA5	9606.ENSP00000307786	9606.ENSP00000324173	0	0	0	0	0.087	0	0	0.693	0.708
CYCS	INS	9606.ENSP00000307786	9606.ENSP00000380432	0	0	0	0	0.062	0	0	0.708	0.714
CYCS	SOD2	9606.ENSP00000307786	9606.ENSP00000446252	0	0	0	0	0.129	0	0	0.819	0.835
CYP19A1	PIK3CA	9606.ENSP00000379683	9606.ENSP00000263967	0	0	0	0	0	0	0	0.444	0.444
CYP19A1	TP53	9606.ENSP00000379683	9606.ENSP00000269305	0	0	0	0	0	0.074	0	0.548	0.563
CYP19A1	EGFR	9606.ENSP00000379683	9606.ENSP00000275493	0	0	0	0	0	0	0	0.648	0.648
CYP19A1	PPARG	9606.ENSP00000379683	9606.ENSP00000287820	0	0	0	0	0	0.085	0	0.476	0.500
CYP19A1	HMGCR	9606.ENSP00000379683	9606.ENSP00000287936	0	0	0	0	0.063	0	0	0.420	0.433
CYP19A1	IGF1	9606.ENSP00000379683	9606.ENSP00000302665	0	0	0	0	0.050	0	0	0.685	0.688
CYP19A1	LEP	9606.ENSP00000379683	9606.ENSP00000312652	0	0	0	0	0	0	0	0.648	0.648
CYP19A1	PTGS2	9606.ENSP00000379683	9606.ENSP00000356438	0	0	0	0	0.050	0	0	0.635	0.639
CYP19A1	PTEN	9606.ENSP00000379683	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.474	0.485
CYP19A1	SRC	9606.ENSP00000379683	9606.ENSP00000362680	0	0	0	0	0	0.055	0	0.443	0.451
CYP19A1	IL6	9606.ENSP00000379683	9606.ENSP00000385675	0	0	0	0	0	0	0	0.529	0.529
CYP19A1	VEGFA	9606.ENSP00000379683	9606.ENSP00000478570	0	0	0	0	0	0	0	0.543	0.543
CYP19A1	TNF	9606.ENSP00000379683	9606.ENSP00000398698	0	0	0	0	0	0	0	0.670	0.670
CYP19A1	INS	9606.ENSP00000379683	9606.ENSP00000380432	0	0	0	0	0.062	0	0	0.682	0.689
CYP19A1	ESR1	9606.ENSP00000379683	9606.ENSP00000405330	0	0	0	0	0	0.085	0	0.960	0.962
ECE1	NOS3	9606.ENSP00000364028	9606.ENSP00000297494	0	0	0	0	0	0	0	0.400	0.400
ECE1	INS	9606.ENSP00000364028	9606.ENSP00000380432	0	0	0	0	0	0	0	0.532	0.532
ECE1	VEGFA	9606.ENSP00000364028	9606.ENSP00000478570	0	0	0	0	0.081	0	0	0.606	0.623
ECE1	EDN1	9606.ENSP00000364028	9606.ENSP00000368683	0	0	0	0	0.065	0.379	0.900	0.904	0.993
EDN1	HMOX1	9606.ENSP00000368683	9606.ENSP00000216117	0	0	0	0	0	0	0	0.738	0.738
EDN1	MMP2	9606.ENSP00000368683	9606.ENSP00000219070	0	0	0	0	0.061	0	0.800	0.738	0.946
EDN1	PLAT	9606.ENSP00000368683	9606.ENSP00000220809	0	0	0	0	0.084	0	0	0.498	0.520
EDN1	TGFB1	9606.ENSP00000368683	9606.ENSP00000221930	0	0	0	0	0	0	0	0.616	0.616
EDN1	SERPINE1	9606.ENSP00000368683	9606.ENSP00000223095	0	0	0	0	0.088	0	0	0.679	0.695
EDN1	MPO	9606.ENSP00000368683	9606.ENSP00000225275	0	0	0	0	0	0	0	0.503	0.503
EDN1	IL4	9606.ENSP00000368683	9606.ENSP00000231449	0	0	0	0	0.062	0	0	0.402	0.415
EDN1	IL1B	9606.ENSP00000368683	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.725	0.731
EDN1	KDR	9606.ENSP00000368683	9606.ENSP00000263923	0	0	0	0	0.057	0	0	0.542	0.549
EDN1	PIK3CA	9606.ENSP00000368683	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.090	0.905
EDN1	FGF2	9606.ENSP00000368683	9606.ENSP00000264498	0	0	0	0	0	0	0	0.631	0.631
EDN1	ICAM1	9606.ENSP00000368683	9606.ENSP00000264832	0	0	0	0	0.065	0	0	0.801	0.807
EDN1	TP53	9606.ENSP00000368683	9606.ENSP00000269305	0	0	0	0	0	0	0	0.430	0.430
EDN1	EGFR	9606.ENSP00000368683	9606.ENSP00000275493	0	0	0	0	0.098	0	0.900	0.482	0.949
EDN1	IL18	9606.ENSP00000368683	9606.ENSP00000280357	0	0	0	0	0	0	0	0.663	0.663
EDN1	PPARG	9606.ENSP00000368683	9606.ENSP00000287820	0	0	0	0	0	0	0	0.653	0.653
EDN1	VCAM1	9606.ENSP00000368683	9606.ENSP00000294728	0	0	0	0	0	0	0	0.820	0.820
EDN1	NOS3	9606.ENSP00000368683	9606.ENSP00000297494	0	0	0	0	0	0	0	0.941	0.941
EDN1	MMP3	9606.ENSP00000368683	9606.ENSP00000299855	0	0	0	0	0	0	0	0.474	0.474
EDN1	IGF1	9606.ENSP00000368683	9606.ENSP00000302665	0	0	0	0	0	0	0	0.738	0.739
EDN1	PLG	9606.ENSP00000368683	9606.ENSP00000308938	0	0	0	0	0	0	0	0.608	0.608
EDN1	OLR1	9606.ENSP00000368683	9606.ENSP00000309124	0	0	0	0	0	0	0	0.665	0.665
EDN1	LPL	9606.ENSP00000368683	9606.ENSP00000309757	0	0	0	0	0	0	0	0.561	0.561
EDN1	LEP	9606.ENSP00000368683	9606.ENSP00000312652	0	0	0	0	0	0	0	0.750	0.750
EDN1	SLC2A4	9606.ENSP00000368683	9606.ENSP00000320935	0	0	0	0	0	0	0	0.413	0.413
EDN1	MMP1	9606.ENSP00000368683	9606.ENSP00000322788	0	0	0	0	0.069	0	0	0.465	0.481
EDN1	NOS2	9606.ENSP00000368683	9606.ENSP00000327251	0	0	0	0	0.049	0	0	0.709	0.712
EDN1	SELE	9606.ENSP00000368683	9606.ENSP00000331736	0	0	0	0	0	0	0	0.669	0.669
EDN1	F3	9606.ENSP00000368683	9606.ENSP00000334145	0	0	0	0	0.091	0	0	0.562	0.585
EDN1	FN1	9606.ENSP00000368683	9606.ENSP00000346839	0	0	0	0	0.069	0	0	0.789	0.796
EDN1	NR3C2	9606.ENSP00000368683	9606.ENSP00000350815	0	0	0	0	0	0	0	0.456	0.456
EDN1	PTGS2	9606.ENSP00000368683	9606.ENSP00000356438	0	0	0	0	0.089	0	0	0.786	0.796
EDN1	MMP9	9606.ENSP00000368683	9606.ENSP00000361405	0	0	0	0	0	0	0.800	0.763	0.950
EDN1	SRC	9606.ENSP00000368683	9606.ENSP00000362680	0	0	0	0	0.060	0	0.900	0.722	0.971
EDN1	TLR4	9606.ENSP00000368683	9606.ENSP00000363089	0	0	0	0	0.081	0	0	0.445	0.468
EDN1	THBD	9606.ENSP00000368683	9606.ENSP00000366307	0	0	0	0	0.079	0	0	0.542	0.560
EDN1	SOD2	9606.ENSP00000368683	9606.ENSP00000446252	0	0	0	0	0	0	0	0.402	0.402
EDN1	ESR1	9606.ENSP00000368683	9606.ENSP00000405330	0	0	0	0	0	0	0	0.407	0.407
EDN1	IL10	9606.ENSP00000368683	9606.ENSP00000412237	0	0	0	0	0	0	0	0.488	0.488
EDN1	PECAM1	9606.ENSP00000368683	9606.ENSP00000457421	0	0	0	0	0	0	0	0.529	0.529
EDN1	NOS1	9606.ENSP00000368683	9606.ENSP00000477999	0	0	0	0	0	0	0	0.564	0.564
EDN1	TNF	9606.ENSP00000368683	9606.ENSP00000398698	0	0	0	0	0.063	0	0	0.802	0.807
EDN1	INS	9606.ENSP00000368683	9606.ENSP00000380432	0	0	0	0	0	0	0	0.833	0.833
EDN1	IL6	9606.ENSP00000368683	9606.ENSP00000385675	0	0	0	0	0.088	0	0	0.852	0.859
EDN1	VEGFA	9606.ENSP00000368683	9606.ENSP00000478570	0	0	0	0	0	0	0	0.892	0.892
EDN1	PPARA	9606.ENSP00000368683	9606.ENSP00000385523	0	0	0	0	0	0	0.900	0.310	0.928
EDN1	GCG	9606.ENSP00000368683	9606.ENSP00000387662	0	0	0	0	0	0	0.900	0.330	0.930
EDN1	HIF1A	9606.ENSP00000368683	9606.ENSP00000437955	0	0	0	0	0	0	0.900	0.480	0.945
EGFR	TNFRSF1A	9606.ENSP00000275493	9606.ENSP00000162749	0	0	0	0	0.061	0.393	0	0.473	0.673
EGFR	MMP2	9606.ENSP00000275493	9606.ENSP00000219070	0	0	0	0	0.110	0	0	0.673	0.697
EGFR	TGFB1	9606.ENSP00000275493	9606.ENSP00000221930	0	0	0	0	0	0.150	0	0.500	0.556
EGFR	SERPINE1	9606.ENSP00000275493	9606.ENSP00000223095	0	0	0	0	0.125	0	0	0.687	0.715
EGFR	IL2	9606.ENSP00000275493	9606.ENSP00000226730	0	0	0	0	0	0	0.600	0.548	0.811
EGFR	IFNG	9606.ENSP00000275493	9606.ENSP00000229135	0	0	0	0	0	0	0.600	0.440	0.766
EGFR	IL4	9606.ENSP00000275493	9606.ENSP00000231449	0	0	0	0	0.060	0	0.600	0.458	0.778
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0.052	0.494	0.900	0.970	0.998
EGFR	IL1B	9606.ENSP00000275493	9606.ENSP00000263341	0	0	0	0	0	0	0	0.415	0.414
EGFR	NOTCH3	9606.ENSP00000275493	9606.ENSP00000263388	0	0	0	0	0.099	0.157	0.900	0.528	0.959
EGFR	KDR	9606.ENSP00000275493	9606.ENSP00000263923	0	0	0	0.559	0.074	0.177	0	0.914	0.525
EGFR	PIK3CA	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0.370	0.900	0.866	0.990
EGFR	FGF2	9606.ENSP00000275493	9606.ENSP00000264498	0	0	0	0	0.098	0	0.600	0.824	0.931
EGFR	ICAM1	9606.ENSP00000275493	9606.ENSP00000264832	0	0	0	0	0	0.112	0	0.502	0.539
EGFR	TP53	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.294	0	0.951	0.964
EGFR	F3	9606.ENSP00000275493	9606.ENSP00000334145	0	0	0	0	0.110	0	0	0.400	0.443
EGFR	NOS3	9606.ENSP00000275493	9606.ENSP00000297494	0	0	0	0	0	0	0	0.450	0.450
EGFR	VCAM1	9606.ENSP00000275493	9606.ENSP00000294728	0	0	0	0	0.076	0	0	0.444	0.464
EGFR	PRKCD	9606.ENSP00000275493	9606.ENSP00000378217	0	0	0	0.552	0	0.379	0	0.399	0.482
EGFR	G6PD	9606.ENSP00000275493	9606.ENSP00000377192	0	0	0	0	0	0	0	0.494	0.494
